time,pm10,pm25,co,no2,so2,o3,temperature,humidity,wind_speed,pressure_msl
2024-01-01,68.5,45.2,615.0,15.4,19.9,91.0,17.8,53.0,13.8,1017.6
2024-01-02,42.3,29.4,746.0,16.7,18.7,99.0,17.2,61.0,10.0,1017.9
2024-01-03,84.8,58.7,1246.0,75.3,25.8,30.0,20.0,85.0,3.3,1016.0
2024-01-04,58.7,36.7,435.0,15.7,13.8,80.0,18.4,54.0,15.6,1016.4
2024-01-05,94.8,58.9,620.0,16.4,14.1,90.0,17.1,58.0,17.3,1017.0
2024-01-06,93.4,58.6,652.0,11.5,15.3,93.0,17.7,60.0,16.3,1018.3
2024-01-07,78.9,49.6,653.0,12.4,19.1,89.0,17.2,62.0,18.7,1018.6
2024-01-08,63.8,43.2,750.0,13.5,21.5,102.0,16.3,59.0,13.5,1019.1
2024-01-09,64.7,43.8,841.0,42.6,18.8,57.0,17.3,53.0,12.9,1019.3
2024-01-10,65.4,43.3,732.0,12.7,18.9,98.0,15.3,65.0,15.7,1021.2
2024-01-11,50.1,32.9,645.0,23.0,18.7,65.0,14.9,52.0,10.7,1018.8
2024-01-12,76.8,52.6,1589.0,78.4,24.2,18.0,15.4,74.0,5.9,1017.2
2024-01-13,76.8,52.6,1589.0,78.4,24.2,18.0,15.4,74.0,5.9,1017.2
2024-01-14,38.1,21.1,571.0,50.9,8.1,29.0,19.6,88.0,3.1,1016.3
2024-01-15,38.1,21.1,571.0,50.9,8.1,29.0,19.6,88.0,3.1,1016.3
2024-01-16,64.3,30.4,546.0,43.7,7.7,38.0,20.0,93.0,10.5,1014.2
2024-01-17,84.1,33.6,721.0,66.3,10.8,20.0,20.1,94.0,4.8,1011.5
2024-01-18,108.7,67.3,725.0,13.1,17.4,92.0,18.9,55.0,17.8,1015.4
2024-01-19,85.9,56.9,941.0,38.0,23.4,63.0,18.1,58.0,9.4,1016.6
2024-01-20,85.9,56.9,941.0,38.0,23.4,63.0,18.1,58.0,9.4,1016.6
2024-01-21,68.2,39.7,874.0,65.4,9.7,12.0,18.9,93.0,5.6,1017.7
2024-01-22,68.2,39.7,874.0,65.4,9.7,12.0,18.9,93.0,5.6,1017.7
2024-01-23,61.5,27.9,430.0,37.0,6.1,36.0,19.2,89.0,9.7,1018.1
2024-01-24,93.6,56.2,724.0,25.7,16.2,65.0,17.8,56.0,10.0,1017.5
2024-01-25,93.6,56.2,724.0,25.7,16.2,65.0,17.8,56.0,10.0,1017.5
2024-01-26,93.6,56.2,724.0,25.7,16.2,65.0,17.8,56.0,10.0,1017.5
2024-01-27,99.2,63.3,771.0,13.0,14.0,95.0,18.3,58.0,18.4,1020.9
2024-01-28,98.0,61.0,969.0,32.8,21.4,70.0,17.6,60.0,10.3,1018.6
2024-01-29,81.7,45.4,483.0,18.9,5.4,87.0,21.1,84.0,13.1,1016.6
2024-01-30,46.8,23.2,413.0,31.5,5.7,44.0,20.4,94.0,5.2,1017.7
2024-01-31,65.2,25.8,433.0,33.5,6.3,42.0,21.5,89.0,12.2,1015.6
2024-02-01,57.9,23.0,317.0,18.7,5.1,71.0,21.4,93.0,12.2,1014.2
2024-02-02,104.8,37.5,424.0,32.7,12.0,49.0,22.4,71.0,8.8,1016.0
2024-02-03,104.8,37.5,424.0,32.7,12.0,49.0,22.4,71.0,8.8,1016.0
2024-02-04,104.8,37.5,424.0,32.7,12.0,49.0,22.4,71.0,8.8,1016.0
2024-02-05,41.4,22.6,564.0,46.4,7.4,43.0,19.9,89.0,7.6,1016.5
2024-02-06,47.1,24.1,556.0,44.5,7.2,45.0,20.6,76.0,10.9,1016.8
2024-02-07,53.2,24.3,402.0,27.8,4.7,65.0,21.1,81.0,9.4,1018.2
2024-02-08,65.4,36.8,392.0,12.1,9.5,84.0,18.9,62.0,16.6,1022.1
2024-02-09,49.7,31.1,844.0,65.3,14.2,24.0,16.0,56.0,8.3,1019.4
2024-02-10,59.1,28.1,560.0,39.5,8.4,57.0,18.7,83.0,8.8,1018.9
2024-02-11,36.9,24.7,612.0,44.0,14.6,59.0,17.7,64.0,9.0,1020.7
2024-02-12,44.1,29.6,656.0,49.9,15.0,46.0,18.4,42.0,11.2,1019.9
2024-02-13,44.1,29.6,656.0,49.9,15.0,46.0,18.4,42.0,11.2,1019.9
2024-02-14,91.5,59.5,1717.0,80.8,23.7,14.0,18.9,86.0,8.0,1020.2
2024-02-15,91.5,59.5,1717.0,80.8,23.7,14.0,18.9,86.0,8.0,1020.2
2024-02-16,91.5,59.5,1717.0,80.8,23.7,14.0,18.9,86.0,8.0,1020.2
2024-02-17,91.5,59.5,1717.0,80.8,23.7,14.0,18.9,86.0,8.0,1020.2
2024-02-18,29.6,15.7,413.0,30.6,7.5,53.0,20.0,86.0,11.9,1013.0
2024-02-19,36.2,20.4,272.0,9.4,3.7,93.0,22.7,91.0,24.2,1009.5
2024-02-20,55.6,22.9,263.0,12.0,3.7,84.0,22.7,90.0,18.4,1011.7
2024-02-21,55.9,27.7,261.0,13.2,3.9,85.0,22.0,77.0,19.5,1011.8
2024-02-22,37.3,17.3,322.0,18.9,5.0,84.0,21.5,85.0,13.0,1012.5
2024-02-23,89.4,38.0,945.0,79.2,13.8,21.0,18.4,25.0,11.2,1016.6
2024-02-24,60.3,20.9,349.0,21.2,8.2,84.0,19.2,67.0,12.7,1015.5
2024-02-25,58.2,22.8,394.0,25.8,10.1,71.0,19.6,79.0,7.6,1015.3
2024-02-26,38.5,19.0,297.0,12.4,9.4,86.0,22.2,25.0,23.8,1014.8
2024-02-27,78.0,38.5,312.0,5.8,9.2,97.0,18.4,53.0,33.9,1015.6
2024-02-28,41.3,25.0,363.0,11.6,11.1,93.0,19.7,52.0,24.3,1017.2
2024-02-29,55.5,27.2,408.0,17.9,13.0,77.0,20.9,50.0,15.9,1014.0
2024-03-01,62.9,22.6,452.0,24.0,7.1,100.0,22.2,68.0,6.6,1012.2
2024-03-02,68.0,22.1,224.0,12.4,3.9,61.0,20.1,89.0,5.8,1011.1
2024-03-03,59.0,17.4,269.0,12.8,8.7,78.0,14.6,46.0,22.0,1014.2
2024-03-04,90.3,35.2,386.0,26.8,6.0,55.0,13.9,60.0,8.7,1015.3
2024-03-05,63.3,29.6,574.0,43.7,11.4,42.0,15.7,48.0,12.1,1018.1
2024-03-06,35.0,21.4,498.0,32.5,14.2,51.0,17.6,35.0,12.2,1017.4
2024-03-07,46.9,22.0,300.0,14.1,9.0,104.0,20.0,65.0,11.6,1015.5
2024-03-08,51.5,23.6,405.0,30.0,6.2,52.0,20.2,69.0,12.9,1016.1
2024-03-09,68.7,38.2,632.0,42.1,13.8,69.0,20.3,53.0,10.8,1016.8
2024-03-10,81.0,46.8,792.0,48.2,15.1,75.0,21.5,55.0,9.8,1015.6
2024-03-11,72.4,35.0,472.0,25.8,16.8,77.0,19.1,75.0,11.6,1016.9
2024-03-12,54.8,26.8,360.0,23.0,7.1,64.0,21.3,96.0,9.6,1016.7
2024-03-13,22.2,13.0,237.0,13.8,4.4,55.0,22.0,90.0,18.8,1015.3
2024-03-14,150.9,53.4,261.0,13.2,5.7,78.0,22.5,48.0,18.0,1014.0
2024-03-15,81.3,43.8,761.0,62.9,11.8,38.0,20.0,60.0,12.7,1014.7
2024-03-16,58.6,32.9,524.0,37.9,10.7,61.0,21.2,55.0,11.2,1014.8
2024-03-17,43.1,19.1,342.0,24.0,5.5,59.0,22.5,36.0,10.8,1014.1
2024-03-18,51.0,21.5,350.0,21.9,7.9,71.0,23.4,50.0,11.8,1014.6
2024-03-19,46.2,21.1,377.0,25.5,8.1,69.0,23.5,61.0,13.1,1013.4
2024-03-20,58.7,17.2,295.0,20.4,5.4,56.0,23.0,79.0,9.8,1013.2
2024-03-21,75.2,24.2,349.0,26.4,5.8,50.0,22.6,80.0,12.2,1013.3
2024-03-22,55.8,30.6,259.0,12.1,4.5,81.0,24.1,67.0,14.5,1010.5
2024-03-23,56.2,20.5,264.0,14.7,4.5,68.0,23.7,93.0,12.3,1009.7
2024-03-24,40.4,17.6,219.0,14.4,4.5,52.0,23.9,94.0,14.2,1010.2
2024-03-25,35.3,17.4,295.0,20.0,5.2,54.0,23.7,85.0,6.2,1012.3
2024-03-26,22.8,10.4,292.0,20.4,5.2,49.0,24.9,79.0,15.0,1011.8
2024-03-27,44.1,18.5,268.0,17.3,4.8,50.0,24.3,90.0,13.1,1012.7
2024-03-28,30.0,15.0,272.0,16.2,4.9,92.0,24.7,77.0,10.0,1013.2
2024-03-29,48.7,14.8,265.0,14.9,4.8,98.0,24.2,75.0,14.3,1011.3
2024-03-30,60.5,25.4,268.0,15.0,4.6,81.0,23.1,82.0,16.5,1012.2
2024-03-31,85.2,31.4,249.0,13.3,4.1,77.0,23.6,85.0,13.3,1013.8
2024-04-01,116.9,45.4,305.0,19.2,9.8,80.0,23.9,66.0,15.1,1013.1
2024-04-02,71.2,21.4,214.0,11.8,4.1,85.0,24.8,78.0,15.2,1010.2
2024-04-03,63.3,28.6,248.0,13.3,5.0,85.0,24.2,88.0,15.2,1008.9
2024-04-04,102.0,20.8,308.0,16.4,4.7,98.0,24.0,96.0,14.4,1010.0
2024-04-05,54.6,19.5,233.0,9.4,4.7,110.0,25.1,75.0,16.2,1011.0
2024-04-06,38.0,13.1,236.0,10.8,5.6,111.0,24.5,76.0,15.5,1010.3
2024-04-07,41.8,17.1,293.0,17.7,5.7,89.0,23.9,86.0,15.5,1009.5
2024-04-08,42.8,17.3,268.0,16.6,5.3,80.0,23.5,95.0,14.0,1009.4
2024-04-09,33.1,14.4,296.0,19.1,5.3,75.0,23.9,79.0,13.9,1010.1
2024-04-10,44.9,17.2,274.0,18.8,5.1,43.0,24.4,79.0,10.8,1010.5
2024-04-11,36.2,19.2,367.0,30.7,6.3,34.0,24.1,94.0,7.3,1010.0
2024-04-12,40.5,18.3,391.0,31.3,7.4,45.0,24.2,93.0,8.8,1009.6
2024-04-13,28.5,11.0,234.0,18.3,5.5,40.0,26.0,86.0,16.1,1008.4
2024-04-14,48.9,14.5,277.0,21.8,5.3,42.0,26.0,95.0,13.0,1010.1
2024-04-15,128.1,37.1,414.0,32.9,13.2,40.0,24.7,84.0,10.4,1012.2
2024-04-16,33.4,12.6,246.0,15.6,4.7,43.0,24.8,91.0,6.6,1013.1
2024-04-17,94.1,35.9,389.0,31.3,29.3,47.0,27.1,69.0,8.9,1010.4
2024-04-18,57.5,22.3,255.0,18.5,8.0,57.0,26.1,77.0,12.6,1009.5
2024-04-19,95.0,26.4,187.0,9.8,3.6,61.0,25.2,84.0,21.2,1007.8
2024-04-20,56.6,29.2,234.0,8.0,4.0,123.0,25.3,82.0,19.6,1007.4
2024-04-21,53.4,27.1,239.0,9.4,4.3,100.0,25.3,88.0,17.6,1008.1
2024-04-22,57.0,22.1,217.0,11.7,3.9,59.0,25.3,84.0,21.2,1008.2
2024-04-23,51.3,20.3,200.0,11.8,3.8,68.0,25.0,94.0,11.2,1009.0
2024-04-24,46.6,19.0,216.0,13.2,4.3,53.0,24.8,94.0,11.9,1007.5
2024-04-25,46.3,20.1,239.0,15.9,5.0,48.0,24.9,95.0,10.9,1008.0
2024-04-26,40.6,15.3,198.0,10.9,3.7,56.0,25.9,91.0,18.8,1007.2
2024-04-27,47.4,15.1,216.0,11.6,3.8,58.0,25.5,91.0,21.3,1008.0
2024-04-28,44.0,12.3,234.0,14.9,4.3,54.0,25.1,95.0,10.9,1009.3
2024-04-29,44.0,12.3,234.0,14.9,4.3,54.0,25.1,95.0,10.9,1009.3
2024-04-30,141.1,38.0,225.0,11.0,3.6,84.0,26.6,59.0,13.7,1009.8
2024-05-01,131.3,36.2,210.0,8.3,4.7,90.0,27.6,51.0,20.8,1006.9
2024-05-02,149.0,46.4,251.0,14.0,3.9,78.0,25.6,71.0,10.9,1006.2
2024-05-03,57.7,13.7,285.0,20.9,5.2,39.0,26.4,89.0,12.8,1006.6
2024-05-04,55.8,24.6,201.0,9.1,4.7,65.0,27.4,83.0,21.5,1007.3
2024-05-05,36.8,15.1,201.0,9.4,3.7,60.0,26.9,84.0,19.7,1008.0
2024-05-06,29.2,10.6,177.0,9.5,3.4,50.0,26.8,82.0,12.4,1006.6
2024-05-07,55.3,17.6,246.0,17.0,5.2,54.0,27.3,81.0,10.9,1006.1
2024-05-08,55.3,17.6,246.0,17.0,5.2,54.0,27.3,81.0,10.9,1006.1
2024-05-09,55.3,17.6,246.0,17.0,5.2,54.0,27.3,81.0,10.9,1006.1
2024-05-10,33.4,11.4,209.0,13.6,5.7,36.0,27.6,90.0,10.1,1006.1
2024-05-11,55.2,16.6,223.0,14.3,5.7,42.0,27.7,84.0,10.0,1007.3
2024-05-12,40.0,13.9,218.0,14.6,7.2,57.0,27.8,83.0,9.7,1008.5
2024-05-13,81.7,17.5,202.0,13.3,5.9,49.0,27.9,88.0,15.1,1008.6
2024-05-14,53.6,14.1,227.0,18.3,7.0,57.0,26.6,91.0,3.3,1008.7
2024-05-15,51.0,16.1,201.0,16.3,6.1,49.0,28.3,82.0,12.7,1009.1
2024-05-16,39.3,15.2,219.0,16.1,5.5,44.0,27.6,86.0,11.9,1010.8
2024-05-17,39.7,15.7,260.0,19.2,5.0,38.0,27.5,88.0,12.4,1008.9
2024-05-18,33.9,14.3,227.0,15.0,4.4,50.0,28.1,85.0,10.1,1007.3
2024-05-19,20.2,9.7,225.0,17.9,5.3,37.0,27.9,91.0,10.3,1005.4
2024-05-20,20.9,9.3,203.0,14.3,4.8,43.0,28.7,88.0,13.4,1002.7
2024-05-21,20.9,9.3,203.0,14.3,4.8,43.0,28.7,88.0,13.4,1002.7
2024-05-22,42.5,11.3,191.0,11.9,4.2,50.0,29.4,83.0,18.8,1003.0
2024-05-23,47.3,14.4,216.0,13.8,4.6,53.0,28.9,81.0,14.1,1002.0
2024-05-24,34.3,13.9,229.0,16.8,5.4,47.0,28.5,91.0,16.3,1000.7
2024-05-25,38.4,15.7,181.0,14.9,6.1,50.0,28.8,89.0,15.2,1001.3
2024-05-26,48.9,18.0,217.0,15.9,5.7,48.0,28.9,89.0,14.8,1002.5
2024-05-27,54.2,22.2,166.0,9.8,3.9,60.0,28.8,90.0,19.8,1002.1
2024-05-28,54.7,20.4,150.0,8.0,3.4,54.0,29.1,89.0,20.4,1000.8
2024-05-29,54.7,20.4,150.0,8.0,3.4,54.0,29.1,89.0,20.4,1000.8
2024-05-30,54.7,20.4,150.0,8.0,3.4,54.0,29.1,89.0,20.4,1000.8
2024-05-31,47.6,17.2,194.0,13.0,5.0,55.0,28.7,94.0,18.1,1001.4
2024-06-01,69.4,17.8,167.0,8.6,4.1,58.0,28.8,90.0,20.3,1001.0
2024-06-02,66.4,19.6,186.0,12.1,5.9,51.0,29.0,90.0,15.0,1002.1
2024-06-03,53.6,16.9,161.0,9.4,5.7,49.0,29.1,83.0,14.3,1004.0
2024-06-04,69.8,17.2,139.0,7.6,4.0,51.0,28.5,81.0,20.1,1004.7
2024-06-05,69.8,17.2,139.0,7.6,4.0,51.0,28.5,81.0,20.1,1004.7
2024-06-06,63.3,20.6,146.0,8.1,3.4,48.0,28.6,82.0,22.2,1005.0
2024-06-07,59.4,22.1,154.0,7.8,4.2,52.0,29.1,83.0,16.8,1006.0
2024-06-08,58.9,18.6,165.0,10.0,4.7,43.0,29.1,82.0,17.4,1004.2
2024-06-09,35.2,13.0,161.0,9.9,4.3,42.0,28.6,85.0,16.9,1003.5
2024-06-10,34.2,13.5,141.0,8.9,4.0,46.0,28.7,86.0,18.8,1004.7
2024-06-11,40.9,17.5,153.0,8.8,4.0,48.0,29.1,83.0,20.6,1005.5
2024-06-12,38.8,17.8,145.0,7.5,3.7,51.0,29.0,82.0,22.5,1004.0
2024-06-13,44.0,19.1,149.0,6.0,3.4,56.0,29.8,75.0,22.8,1004.0
2024-06-14,53.2,23.1,135.0,6.0,3.4,59.0,29.9,77.0,21.0,1002.1
2024-06-15,65.9,21.8,148.0,7.8,4.1,52.0,29.6,81.0,14.7,1001.9
2024-06-16,73.1,20.8,144.0,7.7,4.3,54.0,29.9,79.0,16.9,1002.4
2024-06-17,59.3,15.7,168.0,8.9,5.0,52.0,29.9,75.0,18.3,1002.3
2024-06-18,65.7,17.4,155.0,7.8,4.6,54.0,30.1,71.0,15.0,1002.7
2024-06-19,45.3,15.7,126.0,5.3,3.4,51.0,30.2,77.0,18.5,1000.3
2024-06-20,64.7,18.7,153.0,10.1,5.1,52.0,29.7,86.0,15.3,996.4
2024-06-21,105.9,25.8,178.0,12.5,5.4,51.0,29.6,90.0,19.5,995.8
2024-06-22,145.3,24.2,150.0,11.5,8.2,43.0,29.9,87.0,16.3,999.0
2024-06-23,143.4,26.7,200.0,15.8,6.1,37.0,29.8,83.0,16.5,1000.5
2024-06-24,109.4,23.5,175.0,12.7,5.1,39.0,29.6,85.0,20.1,1000.0
2024-06-25,85.0,20.9,151.0,11.7,5.5,43.0,29.3,86.0,18.7,997.0
2024-06-26,102.9,27.6,160.0,13.9,7.2,48.0,29.8,85.0,16.8,996.6
2024-06-27,112.5,23.4,162.0,13.1,7.0,44.0,30.3,82.0,14.6,997.0
2024-06-28,102.4,21.0,182.0,12.4,6.3,43.0,31.0,75.0,10.9,997.5
2024-06-29,51.6,19.2,251.0,17.8,12.8,50.0,31.4,74.0,14.6,995.8
2024-06-30,21.5,11.1,157.0,7.1,8.0,63.0,30.7,80.0,15.7,998.0
2024-07-01,21.5,11.1,157.0,7.1,8.0,63.0,30.7,80.0,15.7,998.0
2024-07-02,103.1,28.9,147.0,6.8,4.7,63.0,31.1,77.0,22.1,993.9
2024-07-03,89.2,22.5,153.0,8.1,5.2,58.0,31.5,76.0,15.3,994.0
2024-07-04,92.4,20.8,135.0,7.3,5.4,49.0,30.5,80.0,20.9,997.2
2024-07-05,106.4,23.7,132.0,7.1,5.7,45.0,30.8,71.0,13.2,997.7
2024-07-06,106.4,23.7,132.0,7.1,5.7,45.0,30.8,71.0,13.2,997.7
2024-07-07,86.6,30.9,136.0,7.4,4.6,65.0,30.9,78.0,25.1,993.6
2024-07-08,81.3,22.0,145.0,9.3,6.7,47.0,30.5,84.0,14.8,998.3
2024-07-09,141.6,30.3,191.0,14.3,8.3,41.0,30.1,81.0,11.1,1000.2
2024-07-10,122.9,38.9,259.0,18.5,12.4,61.0,30.6,86.0,13.6,1001.8
2024-07-11,87.5,27.7,232.0,17.5,5.3,36.0,30.2,83.0,22.8,1002.8
2024-07-12,87.5,27.7,232.0,17.5,5.3,36.0,30.2,83.0,22.8,1002.8
2024-07-13,87.5,27.7,232.0,17.5,5.3,36.0,30.2,83.0,22.8,1002.8
2024-07-14,68.5,26.8,188.0,12.2,4.1,38.0,29.4,87.0,21.3,998.0
2024-07-15,97.8,26.6,241.0,19.3,5.6,30.0,29.7,83.0,12.9,998.5
2024-07-16,127.6,29.7,233.0,20.8,6.2,28.0,29.8,82.0,12.1,999.8
2024-07-17,88.7,22.4,226.0,19.9,5.6,33.0,30.9,80.0,16.9,996.2
2024-07-18,84.3,23.6,188.0,15.5,6.9,42.0,30.8,84.0,10.8,998.7
2024-07-19,94.5,35.4,166.0,8.0,4.8,63.0,30.5,79.0,18.0,997.7
2024-07-20,92.2,31.7,299.0,24.3,7.8,40.0,30.5,81.0,19.9,996.7
2024-07-21,111.3,35.6,306.0,24.1,12.3,44.0,30.9,83.0,13.0,997.5
2024-07-22,60.8,29.3,389.0,27.1,10.3,59.0,31.4,81.0,15.4,996.8
2024-07-23,63.8,22.6,157.0,7.8,4.7,51.0,29.9,85.0,25.3,998.9
2024-07-24,103.1,27.1,186.0,11.2,4.2,45.0,29.8,81.0,27.7,997.7
2024-07-25,96.4,25.7,186.0,11.0,4.7,44.0,29.2,83.0,18.2,994.2
2024-07-26,126.7,34.7,190.0,11.7,4.9,48.0,29.8,83.0,15.9,995.3
2024-07-27,107.8,27.8,172.0,10.4,4.7,48.0,29.8,81.0,19.5,997.0
2024-07-28,131.3,31.7,166.0,10.4,5.8,46.0,30.3,76.0,16.1,997.1
2024-07-29,144.4,27.9,220.0,16.9,10.6,38.0,29.7,80.0,13.4,995.8
2024-07-30,141.6,36.8,196.0,12.2,7.3,49.0,28.7,85.0,9.4,996.9
2024-07-31,41.9,18.9,327.0,26.3,9.6,43.0,28.2,91.0,7.2,999.9
2024-08-01,46.8,20.5,217.0,14.6,4.6,43.0,28.7,88.0,23.3,999.7
2024-08-02,87.1,31.2,170.0,9.6,3.6,48.0,28.6,86.0,24.5,998.7
2024-08-03,94.1,29.9,207.0,14.4,4.7,39.0,28.6,90.0,16.2,998.5
2024-08-04,96.4,30.5,331.0,28.3,6.5,23.0,28.3,87.0,15.8,999.1
2024-08-05,135.5,33.9,284.0,23.2,5.9,28.0,27.4,88.0,12.5,999.4
2024-08-06,75.7,25.4,277.0,22.4,5.8,28.0,28.1,85.0,11.6,1001.7
2024-08-07,72.4,22.4,176.0,10.9,3.9,41.0,28.2,84.0,25.3,1001.7
2024-08-08,71.9,22.6,192.0,11.9,3.8,40.0,27.9,82.0,19.6,1002.4
2024-08-09,76.1,21.8,223.0,14.3,4.5,39.0,28.3,82.0,18.3,1003.5
2024-08-10,42.0,13.6,155.0,8.3,3.5,37.0,28.4,81.0,23.1,1004.4
2024-08-11,42.0,13.6,155.0,8.3,3.5,37.0,28.4,81.0,23.1,1004.4
